,UF,Instituição de ensino,Contagem,Porcentagem
55,PE,Autarquia de Ensino Superior de Arco Verde Universidade Federal,9,0.66%
56,RJ,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,9,0.66%
57,SC,Universidade do Estado de Santa Catarina,9,0.66%
58,GO,Universidade Estadual de Goiás,9,0.66%
59,CE,Universidade Estadual do Vale do Acaraú,9,0.66%
60,PB,Universidade Estadual da Paraíba,8,0.59%
61,AL,Universidade Federal de Alagoas,7,0.51%
62,MG,Universidade Federal de Lavras,7,0.51%
63,MT,Universidade Federal de Rondonópolis,7,0.51%
64,RJ,Fundação de Apoio à Escola Técnica do Estado do Rio de Janeiro,6,0.44%
65,PE,Universidade de Pernambuco,5,0.37%
66,SC,Universidade Federal da Fronteira Sul,5,0.37%
67,BA,Universidade Federal do Recôncavo da Bahia,5,0.37%
68,MG,Universidade Federal dos Vales do Jequitinhonha e Mucuri,5,0.37%
69,CE,Universidade Regional do Cariri,5,0.37%
70,PR,Universidade Estadual do Norte do Paraná,4,0.29%
71,BA,Universidade Federal da Bahia,4,0.29%
72,PB,Universidade Federal da Paraíba,4,0.29%
73,MG,Universidade Federal de Minas Gerais,4,0.29%
74,SP,Universidade Federal de São Carlos,4,0.29%
75,RJ,Universidade Federal do Estado do Rio de Janeiro,4,0.29%
76,PR,Universidade Estadual do Centro-Oeste,3,0.22%
77,MA,Universidade Estadual do Maranhão,3,0.22%
78,PI,Universidade Estadual do Piauí,3,0.22%
79,GO,Universidade Federal de Goiás,3,0.22%
80,PE,Universidade Federal de Pernambuco,3,0.22%
81,RS,Universidade Federal de Rio Grande,3,0.22%
82,AP,Universidade Federal do Amapá,3,0.22%
83,PA,Universidade Federal do Oeste do Pará,3,0.22%
84,RN,Universidade Federal Rural do Semi-Árido,3,0.22%
85,MT,Instituto Federal de Mato Grosso,2,0.15%
86,MA,Instituto Federal do Maranhão,2,0.15%
87,CE,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,2,0.15%
88,TO,Universidade de Guripi,2,0.15%
89,MG,Universidade do Estado de Minas Gerais,2,0.15%
90,AP,Universidade Estado do Amapá,2,0.15%
91,SP,Universidade Estadual Paulista,2,0.15%
92,TO,Universidade Federal do Tocantins,2,0.15%
93,PA,Universidade Federal do Sul e Sudeste do Pará,2,0.15%
94,MG,Universidade Federal do Triângulo Mineiro,2,0.15%
95,BA,Centro Estadual de Educação Profissional em Biotecnologia e Saúde,1,0.07%
96,DF,Instituto Federal de Brasília,1,0.07%
97,GO,Instituto Federal de Goiás,1,0.07%
98,PE,Instituto Federal de Pernambuco,1,0.07%
99,RR,Instituto Federal de Roraima,1,0.07%
100,SP,Instituto Federal de São Paulo,1,0.07%
101,AC,Instituto Federal do Acre,1,0.07%
102,RJ,Instituto Federal do Rio de Janeiro,1,0.07%
103,MT,Instituto Saberes,1,0.07%
104,RJ,Instituto Superior de Educação do Rio de Janeiro,1,0.07%
105,RS,Nhamandu Nhemopuã,1,0.07%
106,RN,Universidade do Estado do Rio Grande do Norte,1,0.07%
107,MG,Universidade Estadual de Montes Claros,1,0.07%
108,MG,Universidade Federal de Alfenas,1,0.07%
109,RR,Universidade Federal de Roraima,1,0.07%
110,PI,Universidade Federal do Delta do Parnaíba,1,0.07%
