,UF,Instituição de ensino,Contagem,Porcentagem
0,ES,Universidade Federal do Espírito Santo,49.0,27.37%
1,SP,Universidade Estadual de Campinas,9.0,5.03%
2,PB,Universidade Estadual da Paraíba,7.0,3.91%
3,MG,Centro Federal de Educação Tecnológica de Minas Gerais,6.0,3.35%
4,BA,Universidade do Estado da Bahia,6.0,3.35%
5,MS,Universidade Estadual de Mato Grosso do Sul,6.0,3.35%
6,AM,Universidade Federal do Amazonas,5.0,2.79%
7,MT,Universidade Federal do Mato Grosso,5.0,2.79%
8,MT,Universidade do Estado de Mato Grosso,4.0,2.23%
9,PR,Universidade Estadual de Maringá,4.0,2.23%
10,RS,Universidade Federal de Pelotas,4.0,2.23%
11,MG,Universidade Federal de Uberlândia,4.0,2.23%
12,MA,Universidade Federal do Maranhão,4.0,2.23%
13,PE,Universidade Federal Rural de Pernambuco,4.0,2.23%
14,SP,Universidade de São Paulo,3.0,1.68%
15,BA,Universidade Estadual de Feira de Santana,3.0,1.68%
16,PR,Universidade Estadual de Londrina,3.0,1.68%
17,CE,Universidade Estadual do Vale do Acaraú,3.0,1.68%
18,PB,Universidade Federal da Paraíba,3.0,1.68%
19,MS,Universidade Federal de Mato Grosso do Sul,3.0,1.68%
20,SE,Universidade Federal de Sergipe,3.0,1.68%
21,RJ,Universidade do Estado do Rio de Janeiro,2.0,1.12%
22,GO,Universidade Estadual de Goiás,2.0,1.12%
23,PR,Universidade Estadual do Oeste do Paraná,2.0,1.12%
24,BA,Universidade Estadual do Sudoeste da Bahia,2.0,1.12%
25,PR,Universidade Federal da Integração Latino-Americana,2.0,1.12%
26,AL,Universidade Federal de Alagoas,2.0,1.12%
27,MG,Universidade Federal de Ouro Preto,2.0,1.12%
28,RS,Universidade Federal de Rio Grande,2.0,1.12%
29,RO,Universidade Federal de Rondônia,2.0,1.12%
30,RS,Universidade Federal do Rio Grande do Sul,2.0,1.12%
31,PE,Autarquia de Ensino Superior de Arco Verde Universidade Federal,1.0,0.56%
32,RJ,Fundação Centro de Ciências e Educação Superior a Distância do Estado do Rio de Janeiro,1.0,0.56%
33,RJ,Fundação de Apoio à Escola Técnica do Estado do Rio de Janeiro,1.0,0.56%
34,PI,Instituto Federal do Piauí,1.0,0.56%
35,TO,Universidade de Guripi,1.0,0.56%
36,SC,Universidade do Estado de Santa Catarina,1.0,0.56%
37,AM,Universidade do Estado do Amazonas,1.0,0.56%
38,BA,Universidade Estadual de Santa Cruz,1.0,0.56%
39,CE,Universidade Estadual do Ceará,1.0,0.56%
40,RJ,Universidade Estadual do Norte Fluminense,1.0,0.56%
41,PR,Universidade Estadual do Paraná,1.0,0.56%
42,RS,Universidade Federal de Santa Maria,1.0,0.56%
43,SP,Universidade Federal de São Carlos,1.0,0.56%
44,AC,Universidade Federal do Acre,1.0,0.56%
45,AP,Universidade Federal do Amapá,1.0,0.56%
46,CE,Universidade Federal do Ceará,1.0,0.56%
47,PA,Universidade Federal do Oeste do Pará,1.0,0.56%
48,PA,Universidade Federal do Pará,1.0,0.56%
49,RJ,Universidade Federal do Rio de Janeiro,1.0,0.56%
50,RJ,Universidade Federal Rural do Rio de Janeiro,1.0,0.56%
51,PR,Universidade Tecnológica Federal do Paraná,1.0,0.56%
