,UF,Instituição de ensino,Contagem,Porcentagem
49,MG,Universidade Federal de Ouro Preto,26,0.76%
50,PR,Universidade Federal do Paraná,26,0.76%
51,RJ,Fundação de Apoio à Escola Técnica do Estado do Rio de Janeiro,25,0.73%
52,PR,Universidade Estadual de Ponta Grossa,25,0.73%
53,GO,Universidade Estadual de Goiás,24,0.70%
54,SE,Universidade Federal de Sergipe,24,0.70%
55,PA,Universidade Federal Rural da Amazônia,23,0.67%
56,DF,Universidade do Distrito Federal,22,0.64%
57,PB,Universidade Estadual da Paraíba,21,0.61%
58,MT,Universidade Federal de Rondonópolis,21,0.61%
59,CE,Universidade Regional do Cariri,19,0.55%
60,PE,Universidade de Pernambuco,18,0.52%
61,MS,Universidade Estadual de Mato Grosso do Sul,18,0.52%
62,PA,Universidade Federal do Oeste do Pará,16,0.47%
63,SP,Universidade Federal de São Carlos,15,0.44%
64,PR,Universidade Estadual do Norte do Paraná,13,0.38%
65,AP,Universidade Federal do Amapá,13,0.38%
66,RJ,Universidade Federal Fluminense,13,0.38%
67,PI,Universidade Estadual do Piauí,12,0.35%
68,GO,Universidade Federal de Goiás,12,0.35%
69,MG,Universidade Federal dos Vales do Jequitinhonha e Mucuri,12,0.35%
70,PA,Universidade Federal do Pará,11,0.32%
71,PB,Universidade Federal da Paraíba,10,0.29%
72,RS,Universidade Federal de Rio Grande,10,0.29%
73,RR,Universidade Federal de Roraima,10,0.29%
74,BA,Universidade Federal do Recôncavo da Bahia,10,0.29%
75,SC,Universidade Federal da Fronteira Sul,9,0.26%
76,SP,Universidade Federal de São Paulo,9,0.26%
77,AM,Universidade do Estado do Amazonas,8,0.23%
78,PE,Universidade Federal de Pernambuco,8,0.23%
79,BA,Universidade Federal do Oeste da Bahia,8,0.23%
80,PE,Autarquia de Ensino Superior de Arco Verde Universidade Federal,7,0.20%
81,PR,Universidade Estadual do Centro-Oeste,7,0.20%
82,BA,Universidade Federal da Bahia,7,0.20%
83,PB,Universidade Federal de Campina Grande,7,0.20%
84,RJ,Universidade Federal do Estado do Rio de Janeiro,6,0.17%
85,MG,Universidade do Estado de Minas Gerais,5,0.15%
86,RR,Universidade Estadual de Roraima,5,0.15%
87,RN,Universidade Federal do Rio Grande do Norte,5,0.15%
88,TO,Universidade de Guripi,4,0.12%
89,MA,Universidade Estadual do Maranhão,4,0.12%
90,CE,Universidade Estadual do Vale do Acaraú,4,0.12%
91,PA,Universidade Federal do Sul e Sudeste do Pará,4,0.12%
92,RJ,Fundação Centro de Ciências e Educação Superior a Distância do Estado do Rio de Janeiro,3,0.09%
93,GO,Instituto Federal de Goiás,3,0.09%
94,PR,Instituto Federal do Paraná,3,0.09%
95,CE,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,3,0.09%
96,GO,Universidade Federal de Catalão,3,0.09%
97,PI,Universidade Federal do Delta do Parnaíba,3,0.09%
98,RS,Universidade de Santa Cruz do Sul,2,0.06%
99,AP,Universidade Estado do Amapá,2,0.06%
100,MG,Universidade Estadual de Montes Claros,2,0.06%
101,RN,Universidade Federal Rural do Semi-Árido,2,0.06%
102,TO,Universidade Federal do Tocantins,2,0.06%
103,MG,Universidade Federal do Triângulo Mineiro,2,0.06%
104,PE,Universidade Federal do Agreste de Pernambuco,2,0.06%
105,BA,Centro Estadual de Educação Profissional em Biotecnologia e Saúde,1,0.03%
106,SP,Colégio Técnico de Campinas,1,0.03%
107,SP,Faculdade de Medicina de Jundiaí,1,0.03%
108,ES,Faculdade de Música do Espírito Santo,1,0.03%
109,MG,Instituto Federal de Minas Gerais,1,0.03%
110,MT,Instituto Federal de Mato Grosso,1,0.03%
111,RO,Instituto Federal de Rondônia,1,0.03%
112,RR,Instituto Federal de Roraima,1,0.03%
113,SP,Instituto Federal de São Paulo,1,0.03%
114,CE,Instituto Federal do Ceará,1,0.03%
115,MA,Instituto Federal do Maranhão,1,0.03%
116,MG,Instituto Federal do Sudeste Mineiro,1,0.03%
117,RJ,Instituto Federal Fluminense,1,0.03%
118,PA,Instituto Federal do Pará,1,0.03%
119,MT,Instituto Saberes,1,0.03%
120,RS,Nhamandu Nhemopuã,1,0.03%
121,SP,Rede Municipal de Diadema,1,0.03%
122,RJ,Secretaria de Educação do Rio de Janeiro,1,0.03%
123,MA,Universidade Estadual da Região Tocantina do Maranhão,1,0.03%
124,SP,Universidade Estadual Paulista,1,0.03%
125,MG,Universidade Federal de Alfenas,1,0.03%
126,MG,Universidade Federal de Itajubá,1,0.03%
127,MS,Universidade Federal de Mato Grosso do Sul,1,0.03%
128,MG,Universidade Federal de Minas Gerais,1,0.03%
129,SC,Universidade Federal de Santa Catarina,1,0.03%
130,TO,Universidade Federal do Norte de Tocantins,1,0.03%
131,RS,Universidade Federal do Pampa,1,0.03%
132,RN,Universidade Federal Rural do Semi-Árido,1,0.03%
133,SP,Universidade Nove de Julho,1,0.03%
