,UF,Instituição de ensino,Contagem,Porcentagem
80,PR,Universidade Estadual do Norte do Paraná,10,0.29%
81,BA,Universidade Federal da Bahia,10,0.29%
82,AM,Universidade do Estado do Amazonas,8,0.23%
83,SP,Universidade Estadual Paulista,8,0.23%
84,RN,Universidade Federal do Rio Grande do Norte,8,0.23%
85,MG,Universidade Federal do Triângulo Mineiro,8,0.23%
86,MG,Universidade do Estado de Minas Gerais,7,0.20%
87,RN,Universidade Federal Rural do Semi-Árido,7,0.20%
88,SC,Universidade Federal da Fronteira Sul,6,0.17%
89,CE,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,5,0.14%
90,RR,Universidade Estadual de Roraima,5,0.14%
91,GO,Instituto Federal de Goiás,4,0.12%
92,GO,Universidade Federal de Catalão,4,0.12%
93,PI,Universidade Federal do Delta do Parnaíba,4,0.12%
94,TO,Universidade Federal do Tocantins,4,0.12%
95,PR,Instituto Federal do Paraná,3,0.09%
96,MG,Instituto Federal do Sudeste Mineiro,3,0.09%
97,SP,Secretaria Municipal de Educação de São Paulo,3,0.09%
98,MG,Universidade Federal de Minas Gerais,3,0.09%
99,MA,Instituto Federal do Maranhão,2,0.06%
100,RJ,Instituto Federal do Rio de Janeiro,2,0.06%
101,TO,Universidade de Guripi,2,0.06%
102,MA,Universidade Estadual do Maranhão,2,0.06%
103,PA,Universidade Federal do Sul e Sudeste do Pará,2,0.06%
104,PE,Universidade Federal do Agreste de Pernambuco,2,0.06%
105,ES,Associação Brasileira de Odontologia,1,0.03%
106,RJ,Colégio Pedro II,1,0.03%
107,SP,Faculdade de Medicina de Jundiaí,1,0.03%
108,ES,Faculdade de Música do Espírito Santo,1,0.03%
109,SP,Faculdade de Tecnologia Sebrae,1,0.03%
110,RJ,Fundação Centro de Ciências e Educação Superior a Distância do Estado do Rio de Janeiro,1,0.03%
111,AL,Instituto Federal de Alagoas,1,0.03%
112,PE,Instituto Federal de Pernambuco,1,0.03%
113,RO,Instituto Federal de Rondônia,1,0.03%
114,RR,Instituto Federal de Roraima,1,0.03%
115,AM,Instituto Federal do Amazonas,1,0.03%
116,CE,Instituto Federal do Ceará,1,0.03%
117,PA,Instituto Federal do Pará,1,0.03%
118,RS,Instituto Federal Farroupilha,1,0.03%
119,RJ,Instituto Federal Fluminense,1,0.03%
120,PA,Instituto Federal do Pará,1,0.03%
121,SP,Secretaria da Educação de Diadema,1,0.03%
122,MT,Secretaria de Educação de Mato Grosso,1,0.03%
123,RJ,Secretaria de Educação do Rio de Janeiro,1,0.03%
124,BA,Secretaria Municipal de Educação de Salvador,1,0.03%
125,RS,Universidade de Santa Cruz do Sul,1,0.03%
126,RN,Universidade do Estado do Rio Grande do Norte,1,0.03%
127,AP,Universidade Estado do Amapá,1,0.03%
128,MA,Universidade Estadual da Região Tocantina do Maranhão,1,0.03%
129,MG,Universidade Estadual de Montes Claros,1,0.03%
130,MG,Universidade Federal de Alfenas,1,0.03%
131,MG,Universidade Federal de Itajubá,1,0.03%
132,SC,Universidade Federal de Santa Catarina,1,0.03%
133,CE,Universidade Federal do Cariri,1,0.03%
134,TO,Universidade Federal do Norte de Tocantins,1,0.03%
135,RS,Universidade Federal do Pampa,1,0.03%
136,MG,Instituto Federal do Sul de Minas Gerais,1,0.03%
