,UF,Instituição de ensino,Contagem,Porcentagem
0,SP,Universidade Estadual de Campinas,69,5.39%
1,RJ,Universidade do Estado do Rio de Janeiro,62,4.84%
2,ES,Universidade Federal do Espírito Santo,59,4.61%
3,BA,Universidade do Estado da Bahia,35,2.73%
4,MA,Universidade Federal do Maranhão,35,2.73%
5,DF,Universidade de Brasília,32,2.50%
6,SP,Universidade Federal do ABC,30,2.34%
7,BA,Universidade Estadual de Feira de Santana,29,2.26%
8,RJ,Universidade Federal Fluminense,29,2.26%
9,PI,Instituto Federal do Piauí,28,2.19%
10,PR,Universidade Estadual de Londrina,27,2.11%
11,AM,Universidade Federal do Amazonas,24,1.87%
12,BA,Universidade Federal do Sul da Bahia,24,1.87%
13,MG,Centro Federal de Educação Tecnológica de Minas Gerais,23,1.80%
14,PE,Universidade Federal do Vale do São Francisco,21,1.64%
15,RS,Instituto Federal do Rio Grande do Sul,20,1.56%
16,BA,Universidade Estadual de Santa Cruz,20,1.56%
17,PR,Universidade Estadual do Paraná,20,1.56%
18,RS,Universidade Federal de Pelotas,20,1.56%
19,RS,Universidade Federal do Rio Grande do Sul,20,1.56%
20,PE,Universidade Federal Rural de Pernambuco,20,1.56%
21,MS,Universidade Federal da Grande Dourados,20,1.56%
22,RJ,Universidade Federal do Rio de Janeiro,19,1.48%
23,DF,Universidade do Distrito Federal,18,1.41%
24,RO,Universidade Federal de Rondônia,18,1.41%
25,MT,Universidade do Estado de Mato Grosso,17,1.33%
26,MT,Universidade Federal do Mato Grosso,17,1.33%
27,PR,Universidade Estadual de Maringá,16,1.25%
28,AC,Universidade Federal do Acre,16,1.25%
29,SP,Universidade de São Paulo,15,1.17%
30,CE,Universidade Estadual do Ceará,15,1.17%
31,BA,Universidade Estadual do Sudoeste da Bahia,15,1.17%
32,MG,Universidade Federal de Ouro Preto,15,1.17%
33,MS,Universidade Federal de Mato Grosso do Sul,15,1.17%
34,PR,Universidade Estadual de Ponta Grossa,14,1.09%
35,RS,Universidade Federal de Santa Maria,14,1.09%
36,PA,Universidade do Estado do Pará,13,1.01%
37,RJ,Universidade Estadual do Norte Fluminense,13,1.01%
38,PR,Universidade Estadual do Oeste do Paraná,13,1.01%
39,PI,Universidade Federal do Piauí,13,1.01%
40,RJ,Universidade Federal Rural do Rio de Janeiro,13,1.01%
41,MS,Universidade Estadual de Mato Grosso do Sul,12,0.94%
42,PR,Universidade Federal da Integração Latino-Americana,12,0.94%
43,PB,Universidade Federal de Campina Grande,12,0.94%
44,MG,Universidade Federal de Juiz de Fora,12,0.94%
45,SE,Universidade Federal de Sergipe,12,0.94%
46,PA,Universidade Federal do Pará,12,0.94%
47,PR,Universidade Federal do Paraná,12,0.94%
48,MG,Universidade Federal de São João del-Rei,11,0.86%
49,MG,Universidade Federal de Uberlândia,11,0.86%
50,MG,Universidade Federal de Viçosa,11,0.86%
51,PA,Universidade Federal Rural da Amazônia,10,0.78%
52,PE,Autarquia de Ensino Superior de Arco Verde Universidade Federal,9,0.70%
53,RJ,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,9,0.70%
54,SC,Universidade do Estado de Santa Catarina,9,0.70%
55,GO,Universidade Estadual de Goiás,9,0.70%
56,CE,Universidade Estadual do Vale do Acaraú,9,0.70%
57,PR,Universidade Tecnológica Federal do Paraná,9,0.70%
58,AL,Universidade Federal de Alagoas,7,0.55%
59,MG,Universidade Federal de Lavras,7,0.55%
60,MT,Universidade Federal de Rondonópolis,7,0.55%
61,CE,Universidade Federal do Ceará,7,0.55%
62,RJ,Fundação de Apoio à Escola Técnica do Estado do Rio de Janeiro,6,0.47%
63,SP,Universidade Federal de São Paulo,6,0.47%
64,PE,Universidade de Pernambuco,5,0.39%
65,PB,Universidade Estadual da Paraíba,5,0.39%
66,BA,Universidade Federal do Recôncavo da Bahia,5,0.39%
