,UF,Instituição de ensino,Contagem,Porcentagem
74,PE,Universidade Federal de Pernambuco,3,0.25%
75,RJ,Universidade Federal do Estado do Rio de Janeiro,3,0.25%
76,BA,Universidade Federal do Recôncavo da Bahia,3,0.25%
77,TO,Universidade de Guripi,2,0.17%
78,MG,Universidade do Estado de Minas Gerais,2,0.17%
79,AP,Universidade Estado do Amapá,2,0.17%
80,PR,Universidade Estadual do Centro-Oeste,2,0.17%
81,PI,Universidade Estadual do Piauí,2,0.17%
82,SP,Universidade Estadual Paulista,2,0.17%
83,TO,Universidade Federal do Tocantins,2,0.17%
84,AP,Universidade Federal do Amapá,2,0.17%
85,PA,Universidade Federal do Oeste do Pará,2,0.17%
86,PA,Universidade Federal do Sul e Sudeste do Pará,2,0.17%
87,RN,Universidade Federal Rural do Semi-Árido,2,0.17%
88,BA,Centro Estadual de Educação Profissional em Biotecnologia e Saúde,1,0.08%
89,GO,Instituto Federal de Goiás,1,0.08%
90,MT,Instituto Federal de Mato Grosso,1,0.08%
91,PE,Instituto Federal de Pernambuco,1,0.08%
92,RR,Instituto Federal de Roraima,1,0.08%
93,SP,Instituto Federal de São Paulo,1,0.08%
94,MA,Instituto Federal do Maranhão,1,0.08%
95,RJ,Instituto Federal do Rio de Janeiro,1,0.08%
96,MT,Instituto Saberes,1,0.08%
97,RS,Nhamandu Nhemopuã,1,0.08%
98,CE,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,1,0.08%
99,RN,Universidade do Estado do Rio Grande do Norte,1,0.08%
100,MG,Universidade Estadual de Montes Claros,1,0.08%
101,BA,Universidade Federal da Bahia,1,0.08%
102,PB,Universidade Federal da Paraíba,1,0.08%
103,MG,Universidade Federal de Alfenas,1,0.08%
104,RS,Universidade Federal de Rio Grande,1,0.08%
105,PI,Universidade Federal do Delta do Parnaíba,1,0.08%
106,MG,Universidade Federal do Triângulo Mineiro,1,0.08%
