,UF,Instituição de ensino,Contagem,Porcentagem
0,ES,Universidade Federal do Espírito Santo,59,5.04%
1,RJ,Universidade do Estado do Rio de Janeiro,57,4.87%
2,SP,Universidade Estadual de Campinas,53,4.53%
3,BA,Universidade do Estado da Bahia,35,2.99%
4,MA,Universidade Federal do Maranhão,34,2.91%
5,SP,Universidade Federal do ABC,30,2.56%
6,DF,Universidade de Brasília,26,2.22%
7,PR,Universidade Estadual de Londrina,26,2.22%
8,RJ,Universidade Federal Fluminense,25,2.14%
9,MG,Centro Federal de Educação Tecnológica de Minas Gerais,23,1.97%
10,PI,Instituto Federal do Piauí,23,1.97%
11,AM,Universidade Federal do Amazonas,23,1.97%
12,BA,Universidade Federal do Sul da Bahia,23,1.97%
13,PE,Universidade Federal do Vale do São Francisco,21,1.79%
14,PR,Universidade Estadual do Paraná,20,1.71%
15,MS,Universidade Federal da Grande Dourados,20,1.71%
16,RS,Universidade Federal de Pelotas,20,1.71%
17,PE,Universidade Federal Rural de Pernambuco,20,1.71%
18,RS,Instituto Federal do Rio Grande do Sul,18,1.54%
19,DF,Universidade do Distrito Federal,18,1.54%
20,BA,Universidade Estadual de Feira de Santana,18,1.54%
21,RS,Universidade Federal do Rio Grande do Sul,18,1.54%
22,RO,Universidade Federal de Rondônia,17,1.45%
23,MT,Universidade Federal do Mato Grosso,17,1.45%
24,PR,Universidade Estadual de Maringá,16,1.37%
25,BA,Universidade Estadual de Santa Cruz,16,1.37%
26,MT,Universidade do Estado de Mato Grosso,15,1.28%
27,CE,Universidade Estadual do Ceará,15,1.28%
28,MG,Universidade Federal de Ouro Preto,15,1.28%
29,RJ,Universidade Federal do Rio de Janeiro,15,1.28%
30,SP,Universidade de São Paulo,14,1.20%
31,PR,Universidade Estadual de Ponta Grossa,14,1.20%
32,AC,Universidade Federal do Acre,14,1.20%
33,PA,Universidade do Estado do Pará,13,1.11%
34,RJ,Universidade Estadual do Norte Fluminense,13,1.11%
35,PR,Universidade Estadual do Oeste do Paraná,13,1.11%
36,MS,Universidade Federal de Mato Grosso do Sul,13,1.11%
37,PI,Universidade Federal do Piauí,13,1.11%
38,RJ,Universidade Federal Rural do Rio de Janeiro,13,1.11%
39,MS,Universidade Estadual de Mato Grosso do Sul,12,1.03%
40,BA,Universidade Estadual do Sudoeste da Bahia,12,1.03%
41,PR,Universidade Federal da Integração Latino-Americana,12,1.03%
42,MG,Universidade Federal de Juiz de Fora,12,1.03%
43,MG,Universidade Federal de São João del-Rei,11,0.94%
44,PB,Universidade Federal de Campina Grande,10,0.85%
45,SE,Universidade Federal de Sergipe,10,0.85%
46,MG,Universidade Federal de Uberlândia,10,0.85%
47,PR,Universidade Federal do Paraná,10,0.85%
48,PA,Universidade Federal Rural da Amazônia,10,0.85%
