,UF,Instituição de ensino,Contagem,Porcentagem
0,ES,Universidade Federal do Espírito Santo,76,29.23%
1,SP,Universidade Estadual de Campinas,16,6.15%
2,MS,Universidade Estadual de Mato Grosso do Sul,10,3.85%
3,BA,Universidade do Estado da Bahia,8,3.08%
4,PB,Universidade Estadual da Paraíba,8,3.08%
5,MA,Universidade Federal do Maranhão,7,2.69%
6,MT,Universidade Federal do Mato Grosso,7,2.69%
7,MG,Centro Federal de Educação Tecnológica de Minas Gerais,6,2.31%
8,MT,Universidade do Estado de Mato Grosso,6,2.31%
9,PR,Universidade Estadual de Maringá,6,2.31%
10,AM,Universidade Federal do Amazonas,6,2.31%
11,GO,Universidade Estadual de Goiás,4,1.54%
12,PR,Universidade Estadual de Londrina,4,1.54%
13,CE,Universidade Estadual do Vale do Acaraú,4,1.54%
14,RS,Universidade Federal de Pelotas,4,1.54%
15,MG,Universidade Federal de Uberlândia,4,1.54%
16,RS,Universidade Federal do Rio Grande do Sul,4,1.54%
17,PE,Universidade Federal Rural de Pernambuco,4,1.54%
18,DF,Universidade de Brasília,3,1.15%
19,SP,Universidade de São Paulo,3,1.15%
20,BA,Universidade Estadual de Feira de Santana,3,1.15%
21,PR,Universidade Estadual do Oeste do Paraná,3,1.15%
22,PB,Universidade Federal da Paraíba,3,1.15%
23,MS,Universidade Federal de Mato Grosso do Sul,3,1.15%
24,RO,Universidade Federal de Rondônia,3,1.15%
25,SE,Universidade Federal de Sergipe,3,1.15%
26,MG,Universidade Federal de Viçosa,3,1.15%
27,PE,Autarquia de Ensino Superior de Arco Verde Universidade Federal,2,0.77%
28,RJ,Fundação de Apoio à Escola Técnica do Estado do Rio de Janeiro,2,0.77%
29,AM,Universidade do Estado do Amazonas,2,0.77%
30,RJ,Universidade do Estado do Rio de Janeiro,2,0.77%
31,BA,Universidade Estadual do Sudoeste da Bahia,2,0.77%
32,PR,Universidade Federal da Integração Latino-Americana,2,0.77%
33,AL,Universidade Federal de Alagoas,2,0.77%
34,MG,Universidade Federal de Ouro Preto,2,0.77%
35,RS,Universidade Federal de Rio Grande,2,0.77%
36,RS,Universidade Federal de Santa Maria,2,0.77%
37,SP,Universidade Federal de São Carlos,2,0.77%
38,AC,Universidade Federal do Acre,2,0.77%
39,CE,Universidade Federal do Ceará,2,0.77%
40,RJ,Centro Federal de Educação Tecnológica Celso Suckow da Fonseca,1,0.38%
41,ES,Faculdade de Música do Espírito Santo,1,0.38%
42,RJ,Fundação Centro de Ciências e Educação Superior a Distância do Estado do Rio de Janeiro,1,0.38%
43,PI,Instituto Federal do Piauí,1,0.38%
44,RS,Instituto Federal do Rio Grande do Sul,1,0.38%
45,TO,Universidade de Guripi,1,0.38%
46,SC,Universidade do Estado de Santa Catarina,1,0.38%
47,BA,Universidade Estadual de Santa Cruz,1,0.38%
48,CE,Universidade Estadual do Ceará,1,0.38%
49,RJ,Universidade Estadual do Norte Fluminense,1,0.38%
50,PR,Universidade Estadual do Paraná,1,0.38%
51,MG,Universidade Federal de Juiz de Fora,1,0.38%
52,RR,Universidade Federal de Roraima,1,0.38%
53,SP,Universidade Federal do ABC,1,0.38%
54,AP,Universidade Federal do Amapá,1,0.38%
55,BA,Universidade Federal do Oeste da Bahia,1,0.38%
56,PA,Universidade Federal do Oeste do Pará,1,0.38%
57,PA,Universidade Federal do Pará,1,0.38%
58,PR,Universidade Federal do Paraná,1,0.38%
59,RJ,Universidade Federal do Rio de Janeiro,1,0.38%
60,BA,Universidade Federal do Sul da Bahia,1,0.38%
61,RJ,Universidade Federal Rural do Rio de Janeiro,1,0.38%
62,PR,Universidade Tecnológica Federal do Paraná,1,0.38%
