,UF,Instituição de ensino,Contagem,Porcentagem
46,MG,Universidade Federal de São João del-Rei,42,0.87%
47,SP,Universidade Federal de São Paulo,41,0.85%
48,RJ,Universidade Federal Rural do Rio de Janeiro,40,0.83%
49,MG,Universidade Federal de Ouro Preto,39,0.81%
50,MG,Universidade Federal de Uberlândia,38,0.79%
51,GO,Universidade Estadual de Goiás,37,0.77%
52,PA,Universidade Federal do Pará,37,0.77%
53,CE,Universidade Estadual do Vale do Acaraú,34,0.71%
54,DF,Universidade do Distrito Federal,33,0.69%
55,PR,Universidade Federal do Paraná,33,0.69%
56,AL,Universidade Federal de Alagoas,32,0.66%
57,MG,Universidade Federal dos Vales do Jequitinhonha e Mucuri,32,0.66%
58,PB,Universidade Federal de Campina Grande,30,0.62%
59,SC,Universidade do Estado de Santa Catarina,29,0.60%
60,GO,Universidade Federal de Goiás,29,0.60%
61,RJ,Fundação de Apoio à Escola Técnica do Estado do Rio de Janeiro,27,0.56%
62,PB,Universidade Federal da Paraíba,27,0.56%
63,PB,Universidade Estadual da Paraíba,26,0.54%
64,MT,Universidade Federal de Rondonópolis,25,0.52%
65,RJ,Universidade Federal do Estado do Rio de Janeiro,25,0.52%
66,PA,Universidade Federal Rural da Amazônia,25,0.52%
67,SP,Universidade Federal de São Carlos,24,0.50%
68,MS,Universidade Estadual de Mato Grosso do Sul,23,0.48%
69,AP,Universidade Federal do Amapá,22,0.46%
70,CE,Universidade Regional do Cariri,19,0.39%
71,PE,Universidade de Pernambuco,18,0.37%
72,PI,Universidade Estadual do Piauí,18,0.37%
73,PA,Universidade Federal do Oeste do Pará,18,0.37%
74,RS,Universidade Federal de Rio Grande,16,0.33%
75,BA,Universidade Federal do Recôncavo da Bahia,16,0.33%
76,PR,Universidade Estadual do Centro-Oeste,15,0.31%
77,PE,Universidade Federal de Pernambuco,15,0.31%
78,PR,Universidade Estadual do Norte do Paraná,14,0.29%
79,BA,Universidade Federal da Bahia,14,0.29%
80,RR,Universidade Federal de Roraima,13,0.27%
81,SC,Universidade Federal da Fronteira Sul,11,0.23%
82,BA,Universidade Federal do Oeste da Bahia,11,0.23%
83,SP,Universidade Estadual Paulista,10,0.21%
84,MG,Universidade Federal do Triângulo Mineiro,10,0.21%
85,RN,Universidade Federal Rural do Semi-Árido,10,0.21%
86,PE,Autarquia de Ensino Superior de Arco Verde Universidade Federal,9,0.19%
87,MG,Universidade do Estado de Minas Gerais,9,0.19%
88,AM,Universidade do Estado do Amazonas,8,0.17%
89,RN,Universidade Federal do Rio Grande do Norte,8,0.17%
90,CE,Universidade da Integração Internacional da Lusofonia Afro-Brasileira,7,0.15%
91,MG,Universidade Federal de Minas Gerais,7,0.15%
92,TO,Universidade Federal do Tocantins,6,0.12%
93,GO,Instituto Federal de Goiás,5,0.10%
94,RR,Universidade Estadual de Roraima,5,0.10%
95,MA,Universidade Estadual do Maranhão,5,0.10%
96,PI,Universidade Federal do Delta do Parnaíba,5,0.10%
97,MA,Instituto Federal do Maranhão,4,0.08%
98,TO,Universidade de Guripi,4,0.08%
99,GO,Universidade Federal de Catalão,4,0.08%
100,PA,Universidade Federal do Sul e Sudeste do Pará,4,0.08%
101,PR,Instituto Federal do Paraná,3,0.06%
102,RJ,Instituto Federal do Rio de Janeiro,3,0.06%
103,MG,Instituto Federal do Sudeste Mineiro,3,0.06%
104,SP,Secretaria Municipal de Educação de São Paulo,3,0.06%
105,AP,Universidade Estado do Amapá,3,0.06%
106,MT,Instituto Federal de Mato Grosso,2,0.04%
107,PE,Instituto Federal de Pernambuco,2,0.04%
108,RR,Instituto Federal de Roraima,2,0.04%
109,RN,Universidade do Estado do Rio Grande do Norte,2,0.04%
110,MG,Universidade Estadual de Montes Claros,2,0.04%
111,MG,Universidade Federal de Alfenas,2,0.04%
112,PE,Universidade Federal do Agreste de Pernambuco,2,0.04%
113,ES,Associação Brasileira de Odontologia,1,0.02%
114,BA,Centro Estadual de Educação Profissional em Biotecnologia e Saúde,1,0.02%
115,RJ,Colégio Pedro II,1,0.02%
116,SP,Faculdade de Medicina de Jundiaí,1,0.02%
117,ES,Faculdade de Música do Espírito Santo,1,0.02%
118,SP,Faculdade de Tecnologia Sebrae,1,0.02%
119,AL,Instituto Federal de Alagoas,1,0.02%
120,DF,Instituto Federal de Brasília,1,0.02%
121,RO,Instituto Federal de Rondônia,1,0.02%
122,SP,Instituto Federal de São Paulo,1,0.02%
123,AC,Instituto Federal do Acre,1,0.02%
124,AM,Instituto Federal do Amazonas,1,0.02%
125,CE,Instituto Federal do Ceará,1,0.02%
126,PA,Instituto Federal do Pará,1,0.02%
127,RS,Instituto Federal Farroupilha,1,0.02%
128,RJ,Instituto Federal Fluminense,1,0.02%
129,PA,Instituto Federal do Pará,1,0.02%
130,MT,Instituto Saberes,1,0.02%
131,RJ,Instituto Superior de Educação do Rio de Janeiro,1,0.02%
132,RS,Nhamandu Nhemopuã,1,0.02%
133,SP,Secretaria da Educação de Diadema,1,0.02%
134,MT,Secretaria de Educação de Mato Grosso,1,0.02%
135,RJ,Secretaria de Educação do Rio de Janeiro,1,0.02%
136,BA,Secretaria Municipal de Educação de Salvador,1,0.02%
137,RS,Universidade de Santa Cruz do Sul,1,0.02%
138,MA,Universidade Estadual da Região Tocantina do Maranhão,1,0.02%
139,MG,Universidade Federal de Itajubá,1,0.02%
140,SC,Universidade Federal de Santa Catarina,1,0.02%
141,CE,Universidade Federal do Cariri,1,0.02%
142,TO,Universidade Federal do Norte de Tocantins,1,0.02%
143,RS,Universidade Federal do Pampa,1,0.02%
144,MG,Instituto Federal do Sul de Minas Gerais,1,0.02%
